name,ratings,date,helpful,comment,developer_comment
다람지,4,2021-04-24,17,안녕하세요. 에이블리를 사용한지 3주일이 됀 사람입니다. 오늘 한 번 물건을 시켜보려고 옵션이랑 다 선택하고 이름 쓰고 우편번호를 쓰려고 했어요. 그런데 우편번호 입력창을 클릭하면 우편번호에 대한 설명이 나오고 주소 입력창을 누르면 또 우편번호 설명이 나와서 우편번호와 주소가 안 써져요;; 제 폰만 이러는지 모르겠습니다.,
옥수수,4,2021-05-02,2,갤럭시 버즈(플러스) 케이스를 더 판매해주셨으면 좋겠어요... 찾기도 어려워서 에어팟이랑 버즈를 분류하면 더 빨리 찾을수있을거 같아요 ㅠ (만약 버즈랑 에어팟 케이스가 같이 판매된다면 두 카테고리 다 넣는방식),
심수교,4,2021-05-02,23,"굉장히 만족하는데.. 쿠폰이 말이 안돼서 리뷰 써봅니다. 쿠폰이 적어도 10000원은 있어야 적용이 가능하더라고요. 방금 9800원 짜리 결제했는데 200원만 더 내고, 쿠폰을 쓰고 싶더라고요. 조금 소소한 이벵 처럼 열어서 모든 상품에 적용 되는건 없을까요? 3000원 짜리를 1000원 쿠폰으로 2000원에 산다는지. 그런게 생기면, 5점으로 바꾸겠습니다.",
민지,4,2021-06-06,19,평소에 에이블리를 잘 애용하고있는 학생입니다 !! 최근 탈퇴버튼을 실수로 눌러서 이도저도 못하고있는 상태에요.. 30일을 기다려야한다니 저에겐 억장이무너지는 점입니다..ㅜ 탈퇴버튼을 잘못눌러서 결제도 못하고 있어요.. 이 점 어떻게 해결할 방안은 없는건가요 ?.. +무통장입금으로 35000원을 결제한다고하면 40000원을 내도 거스름돈은 어떻게되는건가요 ?,
홍선위,4,2021-06-14,0,배송비무료에 상품 비교하고 살수있어서 좋아요,
씅,4,2021-06-06,8,예쁜 상품이 굉장히 많고 가격도 괜찮아요. 그런데 배송이 조금 느려서 하나 깎았어요.. 다른건 좋네요.,
할매,4,2021-05-21,9,무료배송에 옷들등 마음에 드는 것도 많아서 좋아요..! 근데 주문내역에서 취소한것들 삭제하는 기능 있었으면 하네요.. 잘못 누른것으로 주문내역 글 많은데 친구가 왜 계속 취소만 누르냐고 하네요,
이선율ᄅ,4,2021-05-02,36,"일단, 전 배송이 무료배송이라는 점이 가장 좋았어요. 쿠폰도 자주 지급되어서 사용하기도 간편하고, 미성년자분들은 편의점 결제라는 시스템을 이용할 수도 있겠더라구요. 앱도 쉽게 구성되어서 다루기도 편했습니다. 추천드려요:)",
신진선,4,2021-06-15,0,가끔 배송이늦게 오지만 상품들 전체적으로 좋았어요,
핳김쥽빔,4,2021-05-03,4,진짜 자주 사용 하는 유저 입니다(방금도 20만원 씀) 근데 쿠폰을 중복으로 사용 할수 있으면 좋겠습니다 ㅎㅎ 쿠폰 활용해서 젤 달 사려면 여러번 쪼개 사야되는데 그러면 앞에서 죽치고 결제하는게(편의점 결제 이용시) 창피도 하고 너무 민폐라서 제발 부탁드립니다 ㅠㅠ,
이서연,4,2021-04-16,0,옷이나 악세사리들도 너무 예쁘고 다 무료배송이고 편의점 결제가 있는건 좋았는데 환불받을계자는 없으면 더 좋을거 같아요 아무래도 학생중에 계자가 없는 학생도 있으니까 쿠폰으로 돌려주던가 했으면 좋을거 같아요,
블링크,4,2021-04-27,0,"내 체형에맞는 리뷰도 볼수있어 좋지만,저만 그런지 모르겠는데 원래 찜한게 5개까지 가능했는데,4개가되고,3개까지줄어들었네요ㅠㅠ 그래도 옷은예쁜게많고,총장도적혀있어좋네요.",
테디베어,4,2021-04-25,2,진짜 좋아요👍🏻👍🏻 키작녀들 위한 제품들은 많이 안뜨는게 아쉬워서 별 하나 뺐네요ㅠ 그래도 결제 방식이 다양하고(특히 현금결제 너무 좋아요 엄마 몰래 지를 수 있어요) 그냥 다 좋네요 일단 깔아보세요,
하루누나,4,2021-06-02,104,"진짜 다른 앱 쓰다가 이거 쓰니까 다른건 눈에 안차요. 일단 두달 정도 쓰면서 제일 좋았던게 1. 아무리 싼가격이라도 무료 배송이라는 점이에요 진짜...이건...누가 생각하신건지 배보다 배꼽이 커서 배송비에 화났던 나날들이 지나가요 2. 혜자로운 쿠폰. 쿠폰 잘쓰면 7만원이 49000원이 되더라고요...? 방금 결제하고 감동 먹어서 눈물 펑펑 흘리다 쓰는 리뷰였습니다 끄읕 감사해요 (아 참고로 질 안좋은 옷들도 있어요 잘거르세요 이건 에이블리 탓 아님) ----------------수정------------------ 에이블리 너무 잘쓰고있고 좋긴한데, 각기 다른 쇼핑몰에서 여러개 옷을 배달시키면 한 옷이 가끔씩 품절돼 주문취소가 될때가 있는데, 그때마다 환불 금액은 항상 쿠폰가격을 빼서 들어오더라고요. 소비자인 제가 잘못한것도 아니고 사전공지 없이 쇼핑몰 측에서 옷이 품절 된거면 당연히 제게 들어와야하는 돈은 원금 아닌가요? 왜 시스템을 이렇게 만드신건지 모르겠네요.","ABLY Corp., Inc.2020년 5월 8일안녕하세요, 고객님! 에이블리를 이용해주셔서 감사드립니다! 고객님께서 남겨주신 소중한 응원과 리뷰는 정말 큰 힘이 되고 있습니다. 소중한 응원에 힘입어 고객님께서 더욱 더 만족하실 수 있도록 노력하겠습니다. 늘 감사드려요. 많은 응원 부탁드립니다 :)"
모나리자,4,2021-05-16,22,진짜 옷이고 뭐고 다 좋고 이벤트도 많이 해서 좋긴한데 정해진건지...뭔지 모르겠는데 이벤트 걸린사람만 계속~~걸리고 한번도 안걸린 사람은 거의 대부분 안걸리더라고요.. 후... 그리고 배송 개느림...,
김선희,4,2021-06-06,8,님들 후기에 자꾸 배송 얘기하는데 배송은 마켓마다 다른거임ㅋㅋㅋ 그 말은 니들이 배송 느린데에서 시켰다는 거에요ㅋㅋ 그런 건 입점한 마켓한테 따져야 되는 겁니다 참고로 제가 시킨데는 다 빨리 왔음 아직까지는 실패한 거 없고 나름 괜찮은 거 같아용 ㅇㅇ,
공주,4,2021-04-27,0,예쁜거 정말 많고 좋은데요 폰케이스를 사고 싶은데 제가 원하는 폰케이스에 제 폰 기종이 없어요.. 지금 제 폰 기종이 갤럭시 A42거든요? 근데 예쁜 케이스마다 제 폰 기종이 없어서요....좀 많았으면 좋겠습니다!,
류도연,4,2021-06-03,45,에이블리 너무 잘 쓰고 있는데 옷을 볼 때 사이즈를 보려고 빠르게 내리면 상세 페이지가 싹 사라져요 그럼 나갔다 들어와야 하고 또 다시 내리고 사라지고... 이거 좀 고쳐주세요 ㅜㅠ 그리고 무신사처럼 리뷰칸 옆에 아예 사이즈칸을 따로 만드는 건 어떨까요 맨날 페이지 밑까지 내리기 귀찮아요 아니면 그 사이즈별 상세 길이를 제일 위에 두든가요 만족해요/별로예요 말고도 그냥 그래요 같은 걸 추가해 주세요 옷이 그냥 평타인데 만족스러운 수준은 아니고 그렇다고 별로인 수준도 아니라서요 이걸 좀 더 세세하게 나누는 게 좋을 듯,
이은총,4,2021-06-20,0,매일추천해주는것도 좋고 사용하기 쉽네요,
김복연,4,2021-05-21,3,상품도좋고 거의싼데.. 막 에어팟 케이스등이나 이런거은 여러개있으니까 케리스 가격도아니고 필름같은거 가격을 써놓으면 어쩌자는겁니까...ㅠ,
에바,4,2021-04-14,1,원래 배송이 느린가요..? 제가 체크카드를 만든 후로 처음으로 온라인쇼핑을 했는데 배송중인지 9시간이나 됐어요. 원래 이렇게 느린가요?,
Khyuna K,4,2021-06-04,27,다른건 다 괜찮은데 배송조회 확실하게 해 주셨으면 합니다 그 시간에 들어갔을때 안 뜨더니 한참 지나서 들어가니 뜨면 어쩌자는거죠 그리고 만족해요 별로에요 말고 별점을 매길 수 있게 만들어주시거나 이 방법이 별로시면 보통이에요도 추가해 주셨으면 좋겠습니다,
Lunalena,4,2021-04-13,1,다 좋은데..찜한상품들을 카테고리별로 나눠져있음 좋을거같아요...예를들어) 원피스 치마 가방 신발 이렇게..,
용용,4,2021-04-22,2,잘 사용중입니다 한거지 요청사항이 있습니다. 필터 기능에서 선택이 아닌 제외 기능이 있었으면 좋겠습니다. 예를들어 크롭 제외 이런식으로요,
0 ᄆ0,4,2021-04-21,1,다른 쇼핑몰에 비해서 카테고리도 세세하게 나눠져있고 무료배송이라 부담이 덜한 것 같아요~ 옷 살때 잘 쓰고 있습니다!😘,
새봄,4,2021-06-04,4,에이블리 잘 쓰고있어요 근데 옷 사려고 결제 눌렀더니 결제가 안되네요.. 왜 그러는지도 모르겠고 빨리 결제했으면 좋겠네요 앞으로도 잘 쓰겠습니당,
Hs L,4,2021-04-25,0,다양한 옷을 한번에 볼 수 있어서 좋아요 하지만 검색 기능을 써도 카테고리에 맞지않는 옷이 간간히 뜨는게 좀 불편했어요,
ᄋᄉᄒ,4,2021-04-30,2,판매자들이 품절상품은 판매페이지를 바로 내려주면 좋겠어요 구매 후 취소를 여러번 겪으니 넘 피곤하네요ㅠ 앱 자체는 편하고 좋습니다,
SUA JANG,4,2021-04-13,0,페이지 확대가 왜 안되죠?? 옷 더 자세히 보고싶은데 확대가 안되네요 개선해주세오 그 외엔 다 최고!!,
손혜경,4,2021-04-29,0,딸아이 옷사려고 가입했는데 정말 좋습니다. 가격도 착하고 배송도 빠르구요^^자주 이용할것같아요~!!,
이지은,4,2021-05-11,14,이쁜 옷도 많고 사용하기 편하고 굉장히 좋은 앱인데 저번에는 로그인이 잘 됬었는데 지웠다 다시 깔아서 로그인 할려니 인증번호 발송이 안되네요.. 로그인을 해야 주문을 하는 게 편한데 고쳐 줬으면 좋겠네요,
박예진,4,2021-05-19,2,안좋아하는 상점은 차단할수 있는? 그런 기능 생겼으면 좋겠어요. 제스타일 아닌옷들 파는 상점이 자꾸 떠서 불편해요ㅜㅜ,
Paulus Petra,4,2021-05-15,6,"정말 잘 쓰고 있습니다, 근데 앱 사용 초기에 나오는 추천 스타일 분석 기능을 로그인 이후에도 한두번 다시 선택할 수 있었으먼 좋겠어요ㅠㅍ",
란쓰,4,2021-06-10,1,다 좋은데 제발 이것만.. 환불 하지도 않았는데 했다고 뜨고 환불창만 들어가도 환불됐다고 뜨는데 왜 이런 거죠..??,
tae0 P,4,2021-06-15,0,사이즈및 만족도가 구체적이라 좋아요,
남조명귀,4,2021-06-21,0,저희 아이가 넘 좋아하는 쇼핑몰입니다. 좋아하는 옷이 넘 많이있네요.,
이앙,4,2021-04-18,0,인증 번호 잘 받고 가입해서 둘러보는 중인데 조금 자주 로딩이 걸리는 것 빼고는 괜찮은 것 같아요,
ᄋᄋ,4,2021-04-15,0,"진짜 너무 좋은데요, 유학파는 웁니다.. 해외 회원가입, 배송 되도록 해주세요...",
Rayna,4,2021-06-27,0,잘사용중 모든게 무료배송이라 좋아요,
chaeyeon kim,4,2021-04-23,0,리뷰를 썸넬 보기좀 편하게 리뷰가 메인에서 너무 작아서 클릭해서 들어가는게.좀 불편 이건.지그재그가 보기편함,
1509유현진,4,2021-05-02,0,"검색 결과에 제외할 단어,마켓 설정할 수 있는 기능 있었으면 좋겠어요 !!",
유민,4,2021-05-13,2,가성비 좋은데 질이 떨어지는 제품도 있더라구요ㅜ 좀 아쉽긴해도 전반적으로 만족스럽습니다!,
정서윤,4,2021-05-30,0,아직그렇게마켓이많이들어온거같진않아서그게좀아쉬워요 쿠폰도 타어플보다커서 마음에듭니다ㅎ,
애린,4,2021-05-05,0,진짜 좋은데 코스메틱 들어온 것도 좋고 쿠폰도 많이 줘서 좋은데 즐겨찾기한 마켓 상품들만 볼 수 있는 곳이 있으면 좋겠어요,
아니그니까,4,2021-05-21,13,"검색해도 분류가 안 되니 원,, 검색을 하는 이유가 없네요. 그래도 앱 자체는 꽤 좋아서ㅎㅎ",
슈비두비룹,4,2021-05-06,0,다 좋은데 갤럭시 탭에서 가로로 보는 기능이 가능했으면 좋겠어요!!,
김규리,4,2021-05-04,0,가입하려고 핸드폰 번호 입력하고나서 인증누르는데 인증번호 전송이 실패했다고 떠요 그래서 회원가입못하고있는데 어떻게해야하죠?,
박미선,4,2021-05-20,0,지그재* 보다 이용하기 훨씬 편리하고 평소 좋아하하는 스타일 옷들 저렴하게 득템중이예요!!,
김정희,4,2021-06-10,0,제 스타일에 맞게 옷이 보여지는데...넘좋아요,
치킨먹고싶다,4,2021-04-19,0,여태 잘쓰고 있었는데 갑자기 뭐 하나 누르기만 해도 꺼집니다.,
5/21 방탄 컴백합니다 / 슬아,4,2021-05-13,10,정말 잘 사용하고있고 옷들도너무 예쁘고 다 정말 괜찮은데 쪼끔 서운해요ㅠ 전 갤럭시 J2라서 전기종에도 안들어갑니다.. 아무리 찾아봐도 없어서 서운해요 전기종이라면 정말 전기종이있기를 바랍니다,
개복치나라세워,4,2021-04-29,0,모두 다 좋고 괜찮은데 제가 126100을 결제했는데 왜 패밀리가 아닌 계속 웰컴이죠? 원래라면 패밀리여야하는것아닌가요? 이 점 제발 고쳐주셨으면하네요(; ㅅ ;),
프리마돈녀,4,2021-04-17,1,무배인거 너무 큰매력인듯용 각각 다른샵에서 사도 배송비 부담이가 없네열~,
김영미,4,2021-05-17,0,너무도 다양하고 많은 물건에 한번들어가면 나오지 못하는 개미지옥같은,
박마리,4,2021-05-26,0,회원가입절차도 편하고 결제방법도 간단해서 좋았습니다,
다정,4,2021-04-24,0,할인권? 같은거 줘서 괜찮았고 무료라는점도 좋았음 다만 10대가 사용할만한게 많이 없다,
전안나,4,2021-05-11,0,여러 쇼핑몰을 한번에 모아서 볼수있어서 편하고 좋아요 굿굿,
언제나맑음,4,2021-05-01,1,비슷햐 상품추천과 쿠폰제공으로 합리적인 구매 가능!,
마시멜로,4,2021-05-24,0,좋지만 썸네일에서 보이는 가격과 실제 상품 가격이 달라요,
강현서,4,2021-04-27,0,만족스럽지만 가끔 너무 늦는 상품때문에 별 하나빼긴해요~,
사연라디오{유댕},4,2021-05-27,2,찾는것도 다있고 할인도많이하고품질도좋아서 제 최에 앱입니다❣,
김주란,4,2021-05-28,0,가입편하네요ᆞ 반품도 빨리되면 계속 사용할 의향있습니다,
heejeong yoon,4,2021-05-09,0,관심있는 스타일의 옷을 자동추천해줘 편리하네요,
q p,4,2021-05-01,0,진짜 다좋은데 옷의 다양성을 좀 늘려줬으면해요,
Mimi,4,2021-06-07,0,검색방법 쇼핑 목록 다 맘에 듭니다,
양하은,4,2021-05-10,1,주문 취소 처리 속도만 더 빠르면 좋겠어요,
김지연,4,2021-06-13,0,다양한 상품 볼수 잇어서 좋아요,
유하진,4,2021-04-28,0,여라상품한번에보고~배송이없는게~최고요^^,
소연,4,2021-04-16,0,다 좋은데 왜 자꾸 시험기간이랑 할인기간이랑 겹치게 하시나요 저 뉸물나요,
집가고싶다,4,2021-05-09,0,다 좋은데 리뷰 쓸 때 사진 넣는게 안됨.. 슬프지만 그냥 쓰는중,
까옥,4,2021-06-25,0,빠르고 간편해서 좋아요,
Yeonyi Park,4,2021-05-14,1,"예쁜 옷들이 사이즈가 작아요..ㅜㅠ 66, 77사이즈 만들어 주세요",
김복순,4,2021-05-30,0,편하고 가성비좋은 마켓상품들에 옷이 많아요,
설지연,4,2021-06-23,0,의류 악세사리 잡화 다양해서 쇼핑하기좋아요 배송료없어 더 꿀~~!!!,
김은미,4,2021-05-28,1,체형.스타일에 맞는 옷으로 추천됨,
공주님샷,4,2021-05-20,0,옷은 받아봐야알겟지만 어플은 편리합니다,
김엱,4,2021-05-25,0,간혹 오류때문에 접속 안되는거 빼면 나쁘지않아요,
커테,4,2021-07-04,0,"좋아용! 음,,자신만의 피드?가 생기면 좋을 것 같아요!",
SEO YOUNG KIM,4,2021-05-25,0,상품이 많고 저렴해서 좋아요,
성이름,4,2021-05-07,0,필터에 폰 기종도 있었으면 합니당 s20 fe라 맞는 폰 기종 찾기 너무 어려워요 ㅜ,
석산화,4,2021-06-04,0,배송이 좀 오래 걸리긴 하지만 옷이 이뻐요,
지은koo,4,2021-05-22,0,편리하고 좋아요. 예쁜옷도많구요,
김남경,4,2021-06-15,0,가성비좋게 이쁜옷이 많아요~,
박예은,4,2021-04-25,0,다 좋은데 화장품 좀 더 들여주세요....ㅠㅜㅜ,
지원,4,2021-05-20,1,아주 좋아용 간편하고 편리해용,
조연향,4,2021-05-10,0,중학생딸 옷사기 싸고 다양하고 좋아요,
이예,4,2021-06-05,0,필터에 체형도 있으면 좋을 것 같아요,
김연정,4,2021-05-28,0,여러가지상품을비교할수있어서 조아요,
현_,4,2021-04-13,159,"안녕하세요? 이앱을 잘쓰고있는 한 사람입니다. 한가지 아쉬운점을 말하자면, 힘들게 찾은 옷이 마음에 들었을때 하트를 눌렀고 구매까지 하려고했지만 품절이되어 오류가 뜨며 앱을 삭제하고 다시 깔았습니다. 삭제하니 모든 기록이 지워져있더군요? .... 제 계정 복구 안하셔도 되니 제발 다른 피해자없게 고쳐주세요!",
박장미,4,2021-04-27,0,상품이쁜옷이 많아요 만족합니다,
문희열립니다.,4,2021-04-08,13,일단 쇼핑앱이라 절 정말 행복하게 만들어줘요. 하지만 리뷰 사진을 넣을 때 오류가 나서 사진이 복붙이 돼요. 그리고 배송이 너무 느려요. 시키면 한 3~4일? 리뷰에는 1일만에 온다고 하지만 전 아닌 것 같네용,
다운,4,2021-04-29,0,딱히 문제는 없는데 140이 입을 핏이 많이 없어서 좀 아쉬운거같아요,
힣.,4,2021-05-02,0,"휠라,아디다스,나이키 같은 브랜드도 넣어주셨으면 좋겠어요ㅜ",
반지영,4,2021-05-17,0,좋아요 요즘 어플이 많이생기긴했지만 나름 이게 젤좋음,
eun :D,4,2021-04-17,0,옷 이쁜것들도 많고 문의할 때 너무 좋게 말씀해주셔서 앱 최고에요,
파란구름,4,2021-05-09,0,저렴하고 이쁜 옷이 많아요,
김징어,4,2021-04-11,3,사이즈 표시가 너무 밑에 있어요. 사진이 많은 건 좋지만 보려면 밑으로 계속 내려가야 되는 점이 좀 불편해요.. 사이즈를 위로 올려주시거나 맨 아래로 내려가는 버튼을 만들어주셨으면 좋겠어요,
쏘여미SsoyuMi,4,2021-04-29,0,무료배송 빠른 배송 좋아요^^,
이수연,4,2021-04-30,0,너무좋아옷너무이뻐자꾸사게되요중독임,
이은서,4,2021-06-26,0,ㅠㅠㅠㅠ좋긴한데 바온이랑 사뿐 좀 입점해주세요... 편하긴해요 좀잇음 vip임다,
현생지옥,4,2021-06-14,0,다 좋은데 디테일 선택지좀 더 늘려주세요,
이예나,4,2021-01-24,105,1.검색했을 때 연관없는 상품들이 몇개 같이 떠서 불편해요. 2. 편의점결제할 때 24시간 안에 하지말고 3일정도 더 늘려줬으면 좋겠어요. 3. 포인트 10% 까지 밖에 못쓰는거 고쳐주세요. 내가 모은 포인트 내가 다 쓰는데 왜 한정적인지 모르겠네요. 소비자가 최대한 저렴하게 살 수 있는 방법이 아닌거 같아요.,
김다윤,4,2021-03-06,22,"이 앱의 장점단점을 말하자면 장점은 1.배송비가 무료이다. 모든 물건이 배송비 무료여서 딱 물건값만 내면 됨. 2.계좌가 없어도 결제 가능. 편의점 결제를 하면 현금으로 결제 할 수 있다. 3.쇼핑하기 편하다. 장바구니,찜 기능이 있고 내가 본 물건들 위주로 추천도 해줌. 그리고 검색필터로 가격대, 카테고리, 스타일 등을 고를 수 있음. 장점이 있다면 당연히 단점도 있음. 1.물건 가격이 배송비까지 포함한 가격 같음. 물론 모두 그런건 아니지만 꽤 많이 보임. 2.배송비(2500원정도)보다 물건이 쌀경우 여러개를 사야지 주문접수가 된다는데 필요이상으로 사야할때가 있음.",
백다예,4,2021-02-24,58,정말 쿠폰이벤트도 많이 하고 검색 필터도 잘되있어서 지금까지 에이블에서 약 30~40만원은 쓴것 같아요. 하지만 아쉬운점이 있다면 포인트가 왜 10%만 사용 가능한지 모르겠네요. 직접 하나하나 후기 써서 얻은 포인트인데 그렇게 모은 포인트를 쓰려면 또 물건을 시켜야 된다는 점이 아쉽네요.. 자기가 모은 포인트인데 가격제한 없이 쓸 수 있었으면 좋겠네요..,
김효은,4,2021-02-16,32,"에이블리에서 쇼핑을 하는데 불편한 점이 있어 개선해 주셨으면 좋겠습니다🙏 첫 번째, 스크롤을 쉽게 조절할 수 있도록 바꿔주셨으면 좋겠습니다. 상품정보가 긴 경우에는 계속 터치하면서 내리거나 올려서 봐야되는 점이 너무 불편하더라구요. 두 번째, 오른쪽 하단에 있는 화살표버튼의 위치를 위쪽으로 바꿔주세요. 화살표버튼의 위치가 잘 눌리는 곳에 있어서 자꾸 맨 위로 가집니다. (스크롤이 길어서 힘들게 내려서 보고있었는데 자꾸 눌려져서 쬐끔 짜증이 났어요ㅜㅜ) 에이블리에 좋은 제품들이 많아서 필요 한 게있으면 구매하는데 좀 더 편리하게 쇼핑할 수 있게 개선해 주시면 감사하겠습니다😊",
사탄,4,2021-02-25,8,"다른 인쇼 어플보다 훨씬 깔끔하고 보기 편해요 대신 검색어 필터 기능이 좀 아쉬워요 마켓에서 등록한 키워드로 검색돼서 그런지 뭐 하날 검색해도 엉뚱한 게 나올 때가 있고 그 키워드가 없으면 안 나오는 옷도 있어요 또 빅사이즈 카테고리가 생긴 건 좋은데 그 안에서도 다시 아우터, 상의, 하의 등 세부 카테고리를 나눠서 선택할 수 있으면 좋겠네용ㅠ 그리고 5000원짜리 물건 팔면서 옵션에 작은 상품 끼워넣고 목록에선 몇백원짜리 물건으로 보이게 최소최대 금액 악용하는 마켓들 좀 관리해주세요ㅠㅠ",
은지,4,2021-02-02,1,정말 사용하기 쉬운것 같지만 다만 카드결재할땐 많은 어려움이 있었던것 같아요..카드결재를 더 편하개 사용하게 사용할수 있도록 바꿔주세요..사고싶은건 많은데 구매를 못하고있네요..,
과카몰리,4,2021-02-16,1,다른 앱에 비해 가격이 싸고 배송비도 들지않아 저렴하게 살 수 있어서 좋아용 ! 근데 고고싱 마켓이 없어서 아쉬워요 ㅠㅠㅠ 더해주시면 안될까요 ? 간절합니다 ㅠㅠ!,
